1636738312769346500,386,289,50,164
1636738312769346500,326,74,35,38
1636738312988090700,162,162,109,260
1636738312988090700,387,265,135,196
1636738312988090700,26,162,82,275
1636738312988090700,330,73,33,39
1636738312988090700,385,287,56,163
1636738313206833100,198,152,105,265
1636738313206833100,390,263,138,200
1636738313206833100,36,164,93,262
1636738313425575400,386,263,141,200
1636738313425575400,222,144,108,278
1636738313425575400,51,171,110,261
1636738313644318400,249,144,98,266
1636738313644318400,386,258,140,206
1636738313644318400,78,172,82,261
1636738313863063000,269,147,100,266
1636738313863063000,383,259,142,202
1636738313863063000,101,168,79,274
1636738314081803300,299,146,96,268
1636738314081803300,385,261,140,201
1636738314081803300,124,163,103,276
1636738314300544900,380,263,150,192
1636738314300544900,310,138,98,267
1636738314300544900,330,72,33,40
1636738314300544900,151,150,83,290
1636738314519289700,378,260,153,206
1636738314519289700,328,132,84,266
1636738314519289700,330,72,33,40
1636738314519289700,168,152,68,243
1636738314738033100,381,261,150,206
1636738314738033100,192,155,102,247
1636738314738033100,338,133,78,230
1636738314738033100,330,72,33,40
1636738314956775100,380,262,151,205
1636738314956775100,216,136,78,277
1636738314956775100,337,130,84,243
1636738314956775100,332,74,30,38
1636738315175516100,225,136,76,274
1636738315175516100,369,264,159,195
1636738315175516100,333,131,87,214
1636738315175516100,329,72,32,40
1636738315394259700,236,129,71,272
1636738315394259700,377,270,153,185
1636738315394259700,331,133,86,226
1636738315394259700,331,73,32,39
1636738315613004600,244,132,72,271
1636738315613004600,329,129,101,239
1636738315613004600,381,272,143,181
1636738315613004600,315,72,47,41
1636738315831747000,334,135,105,243
1636738315831747000,247,136,89,270
1636738315831747000,380,272,143,180
1636738315831747000,321,72,42,41
1636738316050488300,251,137,100,270
1636738316050488300,333,135,109,247
1636738316050488300,383,270,139,180
1636738316050488300,323,72,40,41
1636738316269232400,249,125,111,281
1636738316269232400,386,266,136,183
1636738316269232400,340,138,101,246
1636738316269232400,324,72,40,41
1636738316487974300,365,269,163,180
1636738316487974300,341,134,102,236
1636738316487974300,250,126,111,277
1636738316487974300,324,71,38,42
1636738316706715900,253,128,105,277
1636738316706715900,352,265,179,183
1636738316706715900,341,134,102,247
1636738316706715900,329,72,34,40
1636738316925460600,360,261,171,188
1636738316925460600,256,128,95,276
1636738316925460600,337,132,104,263
1636738316925460600,328,72,34,40
1636738317144202700,260,122,78,279
1636738317144202700,393,257,126,196
1636738317144202700,343,136,97,255
1636738317144202700,325,73,37,39
1636738317144202700,256,76,42,34
1636738317362943300,258,118,78,284
1636738317362943300,343,132,97,263
1636738317362943300,390,260,129,194
1636738317362943300,325,72,37,39
1636738317362943300,256,76,37,34
1636738317581687700,254,122,87,281
1636738317581687700,342,137,103,242
1636738317581687700,389,260,130,195
1636738317581687700,256,78,36,32
1636738317581687700,329,74,33,38
1636738317800429300,248,115,91,285
1636738317800429300,342,132,103,257
1636738317800429300,385,262,129,195
1636738317800429300,256,77,36,33
1636738317800429300,328,74,34,38
1636738318019174400,241,122,99,276
1636738318019174400,342,133,102,249
1636738318019174400,381,256,145,203
1636738318019174400,329,75,33,37
1636738318237913400,236,129,94,269
1636738318237913400,343,132,101,250
1636738318237913400,372,264,155,200
1636738318237913400,330,75,32,37
1636738318237913400,256,79,36,31
1636738318456658600,231,129,93,269
1636738318456658600,343,132,101,242
1636738318456658600,371,263,163,187
1636738318456658600,331,74,31,38
1636738318456658600,256,78,37,32
1636738318675398500,230,131,93,268
1636738318675398500,374,262,175,186
1636738318675398500,343,132,101,244
1636738318675398500,331,74,31,38
1636738318675398500,255,78,38,32
1636738318894143900,229,134,92,264
1636738318894143900,343,133,104,274
1636738318894143900,373,272,153,175
1636738318894143900,255,78,38,32
1636738318894143900,333,74,29,38
1636738319112884500,226,139,93,259
1636738319112884500,343,132,100,262
1636738319112884500,365,276,157,170
1636738319112884500,255,78,38,32
1636738319112884500,332,74,30,38
1636738319331627800,227,138,92,261
1636738319331627800,343,133,102,276
1636738319331627800,359,293,161,153
1636738319331627800,256,78,36,32
1636738319331627800,332,74,30,38
1636738319550372100,224,136,95,263
1636738319550372100,343,131,103,294
1636738319550372100,333,74,29,38
1636738319550372100,256,78,37,32
1636738319550372100,360,294,152,158
1636738319769112500,228,137,92,261
1636738319769112500,344,133,102,256
1636738319769112500,327,72,36,40
1636738319769112500,256,81,34,29
1636738319769112500,367,289,131,162
1636738319769112500,353,177,139,263
1636738319987857200,229,137,93,261
1636738319987857200,344,132,102,253
1636738319987857200,327,72,36,40
1636738319987857200,364,279,131,174
1636738319987857200,257,81,33,29
1636738320206598700,231,140,91,258
1636738320206598700,344,133,103,259
1636738320206598700,327,72,36,40
1636738320206598700,256,79,35,31
1636738320206598700,351,167,139,278
1636738320425342800,233,138,90,259
1636738320425342800,344,133,100,255
1636738320425342800,327,72,36,40
1636738320425342800,257,79,34,31
1636738320425342800,359,270,128,184
1636738320644085800,231,137,92,261
1636738320644085800,343,133,99,252
1636738320644085800,327,72,36,40
1636738320644085800,256,79,35,31
1636738320644085800,357,271,128,185
1636738320862825300,230,139,93,259
1636738320862825300,344,131,100,257
1636738320862825300,327,72,36,40
1636738320862825300,257,79,34,31
1636738320862825300,357,281,134,173
1636738321081570800,230,140,93,258
1636738321081570800,344,133,97,252
1636738321081570800,327,72,36,40
1636738321081570800,359,230,150,212
1636738321081570800,257,79,34,31
1636738321300313800,231,141,92,257
1636738321300313800,344,133,96,249
1636738321300313800,370,263,144,187
1636738321300313800,326,72,37,40
1636738321300313800,256,78,35,32
1636738321519054800,231,141,91,257
1636738321519054800,370,265,148,193
1636738321519054800,345,134,94,251
1636738321519054800,326,72,36,40
1636738321519054800,256,78,35,32
1636738321737797500,232,144,89,258
1636738321737797500,342,133,98,260
1636738321737797500,379,261,136,201
1636738321737797500,326,72,38,40
1636738321956541200,232,143,89,257
1636738321956541200,344,133,97,244
1636738321956541200,382,268,136,188
1636738321956541200,326,72,37,40
1636738321956541200,256,76,41,35
1636738322175285200,232,139,89,261
1636738322175285200,345,132,96,245
1636738322175285200,385,265,133,190
1636738322175285200,326,72,37,40
1636738322175285200,256,76,41,35
1636738322394024000,232,135,91,265
1636738322394024000,344,132,97,246
1636738322394024000,386,263,130,192
1636738322394024000,325,72,37,40
1636738322394024000,256,76,41,34
1636738322612769600,234,138,88,259
1636738322612769600,344,133,98,245
1636738322612769600,383,261,133,193
1636738322612769600,326,73,36,39
1636738322612769600,256,76,41,35
1636738322831512300,235,135,86,263
1636738322831512300,344,133,97,249
1636738322831512300,381,260,135,194
1636738322831512300,326,73,36,39
1636738322831512300,256,76,42,35
1636738323050254400,229,135,98,263
1636738323050254400,344,134,97,250
1636738323050254400,387,260,129,195
1636738323050254400,324,73,38,39
1636738323050254400,256,76,42,34
1636738323268995700,233,134,92,264
1636738323268995700,343,133,99,251
1636738323268995700,387,261,131,188
1636738323268995700,324,73,38,39
1636738323268995700,256,76,42,34
1636738323487740400,239,136,86,263
1636738323487740400,343,133,99,248
1636738323487740400,386,259,131,194
1636738323487740400,327,73,35,39
1636738323487740400,256,75,44,36
1636738323706482700,241,133,84,264
1636738323706482700,344,132,98,250
1636738323706482700,386,261,132,186
1636738323706482700,324,73,38,39
1636738323706482700,256,75,44,36
1636738323925223200,248,134,79,262
1636738323925223200,344,133,95,241
1636738323925223200,387,257,130,195
1636738323925223200,257,79,39,31
1636738323925223200,329,74,33,38
1636738324143967900,249,131,81,265
1636738324143967900,386,258,131,197
1636738324143967900,342,134,102,235
1636738324143967900,323,74,38,39
1636738324143967900,257,79,41,31
1636738324362712200,249,134,76,260
1636738324362712200,384,258,133,197
1636738324362712200,344,134,96,244
1636738324362712200,326,75,36,38
1636738324362712200,257,79,41,31
1636738324581451700,247,132,80,266
1636738324581451700,383,257,134,200
1636738324581451700,342,135,103,232
1636738324581451700,323,76,38,35
1636738324581451700,257,79,41,31
1636738324800196000,240,133,82,264
1636738324800196000,343,134,96,238
1636738324800196000,384,257,134,200
1636738324800196000,257,79,39,32
1636738324800196000,324,76,37,35
1636738325018939300,238,133,83,264
1636738325018939300,343,132,98,247
1636738325018939300,389,261,130,205
1636738325018939300,257,79,39,32
1636738325018939300,324,76,37,35
1636738325237681700,237,135,83,261
1636738325237681700,343,134,99,252
1636738325237681700,390,261,131,208
1636738325237681700,257,79,39,32
1636738325237681700,324,76,37,35
1636738325503297500,238,135,82,261
1636738325503297500,343,134,99,259
1636738325503297500,400,267,122,202
1636738325503297500,256,78,41,33
1636738325503297500,316,75,46,37
1636738325722039800,237,136,81,261
1636738325722039800,343,132,98,258
1636738325722039800,397,268,127,197
1636738325722039800,324,74,37,38
1636738325722039800,257,79,40,31
1636738325940781600,236,133,83,266
1636738325940781600,343,134,98,250
1636738325940781600,384,268,137,190
1636738325940781600,332,74,31,38
1636738325940781600,255,77,44,34
1636738326159525200,238,139,82,258
1636738326159525200,344,134,93,246
1636738326159525200,384,263,136,193
1636738326159525200,327,74,35,38
1636738326159525200,256,78,41,33
1636738326378269500,237,135,83,265
1636738326378269500,344,133,93,247
1636738326378269500,380,262,139,193
1636738326378269500,330,74,32,38
1636738326378269500,256,78,39,33
1636738326597011200,239,133,89,267
1636738326597011200,344,133,94,249
1636738326597011200,382,262,137,193
1636738326597011200,327,73,35,39
1636738326597011200,256,78,39,33
1636738326815753800,240,134,85,263
1636738326815753800,343,135,95,243
1636738326815753800,381,260,137,190
1636738326815753800,329,73,33,39
1636738326815753800,256,77,39,34
1636738327034497200,240,135,83,261
1636738327034497200,343,134,95,247
1636738327034497200,381,258,137,191
1636738327034497200,330,72,32,39
1636738327034497200,256,78,39,32
1636738327253236300,240,133,84,264
1636738327253236300,343,132,95,247
1636738327253236300,382,260,135,189
1636738327253236300,330,72,32,39
1636738327253236300,256,78,39,32
1636738327471982100,245,133,81,263
1636738327471982100,343,132,95,250
1636738327471982100,378,263,140,188
1636738327471982100,256,78,39,33
1636738327471982100,330,74,32,38
1636738327690724100,243,135,84,261
1636738327690724100,343,133,95,247
1636738327690724100,381,258,138,191
1636738327690724100,329,73,34,39
1636738327690724100,256,78,39,33
1636738327909467400,246,134,85,262
1636738327909467400,343,134,95,248
1636738327909467400,385,255,134,195
1636738327909467400,256,78,39,32
1636738327909467400,331,75,32,36
1636738328128210300,248,136,83,259
1636738328128210300,383,252,135,197
1636738328128210300,343,133,94,258
1636738328128210300,256,75,41,35
1636738328128210300,331,73,31,38
1636738328346952300,248,134,88,263
1636738328346952300,343,133,94,256
1636738328346952300,385,260,132,191
1636738328346952300,256,76,41,35
1636738328346952300,331,74,31,38
1636738328565694200,248,132,91,265
1636738328565694200,343,133,95,253
1636738328565694200,386,253,132,201
1636738328565694200,256,76,41,35
1636738328565694200,333,74,30,37
1636738328784436300,247,138,85,258
1636738328784436300,344,135,93,248
1636738328784436300,386,252,131,203
1636738328784436300,332,73,31,38
1636738328784436300,256,76,41,35
1636738329003181200,241,133,87,264
1636738329003181200,343,133,95,250
1636738329003181200,384,255,135,199
1636738329003181200,329,73,33,39
1636738329003181200,256,76,41,34
1636738329221921600,234,133,91,265
1636738329221921600,343,135,95,249
1636738329221921600,387,265,132,182
1636738329221921600,256,76,42,35
1636738329221921600,329,73,33,39
1636738329440665500,230,133,93,268
1636738329440665500,343,135,96,252
1636738329440665500,391,263,126,187
1636738329440665500,329,73,34,38
1636738329440665500,256,76,42,35
1636738329659407100,224,135,95,266
1636738329659407100,343,132,95,257
1636738329659407100,394,260,125,189
1636738329659407100,256,76,42,35
1636738329659407100,330,74,33,37
1636738329878149700,214,142,103,259
1636738329878149700,344,134,95,244
1636738329878149700,390,262,130,187
1636738329878149700,256,77,41,34
1636738329878149700,330,74,33,37
1636738330096892100,210,142,107,258
1636738330096892100,344,134,96,242
1636738330096892100,393,271,120,174
1636738330096892100,256,76,41,35
1636738330096892100,328,73,33,39
1636738330315636300,212,143,105,257
1636738330315636300,347,132,93,232
1636738330315636300,380,260,143,187
1636738330315636300,256,78,41,32
1636738330315636300,334,75,27,37
1636738330534381100,213,145,104,256
1636738330534381100,377,258,142,205
1636738330534381100,347,133,93,234
1636738330534381100,256,78,41,32
1636738330534381100,335,74,27,38
1636738330753121500,212,146,104,256
1636738330753121500,346,134,96,233
1636738330753121500,381,253,142,207
1636738330753121500,256,78,41,32
1636738330753121500,331,75,30,37
1636738330971863200,210,146,106,257
1636738330971863200,380,252,140,214
1636738330971863200,346,133,96,247
1636738330971863200,256,78,41,32
1636738330971863200,329,74,32,38
1636738331190608400,210,146,106,256
1636738331190608400,380,253,141,214
1636738331190608400,346,135,96,242
1636738331190608400,329,73,33,39
1636738331190608400,257,78,42,32
1636738331409349700,210,145,106,257
1636738331409349700,344,139,102,241
1636738331409349700,383,260,137,208
1636738331409349700,328,73,34,39
1636738331409349700,257,78,43,32
1636738331628090900,211,145,105,257
1636738331628090900,345,141,100,244
1636738331628090900,381,259,136,208
1636738331628090900,329,73,33,39
1636738331628090900,257,78,43,32
1636738331846835400,210,145,105,257
1636738331846835400,380,260,138,207
1636738331846835400,343,141,99,239
1636738331846835400,332,74,30,38
1636738331846835400,257,78,43,32
1636738332065575800,211,146,105,255
1636738332065575800,380,260,138,206
1636738332065575800,343,142,98,237
1636738332065575800,329,74,32,38
1636738332065575800,257,78,43,32
1636738332284321300,211,146,105,255
1636738332284321300,382,262,137,205
1636738332284321300,343,142,99,231
1636738332284321300,328,74,33,38
1636738332284321300,257,78,43,32
1636738332503063700,211,145,104,256
1636738332503063700,380,260,135,207
1636738332503063700,343,142,99,244
1636738332503063700,329,72,33,40
1636738332503063700,256,78,42,33
1636738332721805700,211,145,105,257
1636738332721805700,380,262,135,205
1636738332721805700,345,142,96,243
1636738332721805700,329,72,33,40
1636738332721805700,256,78,47,33
1636738332940549900,212,145,104,257
1636738332940549900,379,262,136,205
1636738332940549900,344,142,98,241
1636738332940549900,331,72,31,40
1636738332940549900,255,78,47,33
1636738333159289800,215,146,101,254
1636738333159289800,346,140,96,241
1636738333159289800,378,263,137,205
1636738333159289800,255,78,47,33
1636738333159289800,330,73,32,39
1636738333378035800,213,145,104,255
1636738333378035800,346,135,96,253
1636738333378035800,379,264,136,203
1636738333378035800,255,78,47,33
1636738333378035800,329,73,33,38
1636738333596778200,221,136,100,265
1636738333596778200,345,136,98,238
1636738333596778200,380,265,136,201
1636738333596778200,256,78,42,33
1636738333596778200,329,72,33,40
1636738333815519700,226,132,98,270
1636738333815519700,346,135,96,236
1636738333815519700,380,263,136,203
1636738333815519700,331,73,31,39
1636738333815519700,256,78,42,33
1636738334034262200,235,132,94,266
1636738334034262200,345,135,96,235
1636738334034262200,379,262,137,206
1636738334034262200,256,77,43,34
1636738334034262200,331,73,31,39
1636738334253006800,245,133,91,267
1636738334253006800,346,135,93,248
1636738334253006800,377,262,140,205
1636738334253006800,256,77,45,34
1636738334253006800,326,72,36,40
1636738334471747700,247,138,92,257
1636738334471747700,377,261,142,209
1636738334471747700,345,138,92,243
1636738334471747700,327,72,36,40
1636738334471747700,257,79,41,32
1636738334690491600,250,131,91,268
1636738334690491600,377,261,143,208
1636738334690491600,344,139,92,241
1636738334690491600,325,73,36,39
1636738334690491600,256,79,42,32
1636738334909231500,249,130,94,270
1636738334909231500,377,262,140,207
1636738334909231500,345,138,89,243
1636738334909231500,257,79,41,31
1636738334909231500,330,73,32,39
1636738335127976500,249,130,93,271
1636738335127976500,378,262,137,206
1636738335127976500,347,138,88,245
1636738335127976500,327,73,35,39
1636738335127976500,256,79,42,32
1636738335346718200,249,132,92,268
1636738335346718200,377,261,141,207
1636738335346718200,347,137,88,234
1636738335346718200,257,79,42,31
1636738335346718200,327,74,34,38
1636738335784201700,240,132,95,266
1636738335784201700,346,136,101,258
1636738335784201700,382,264,136,203
1636738335784201700,329,74,33,38
1636738335784201700,256,79,42,32
1636738336002946400,236,131,92,266
1636738336002946400,380,261,138,206
1636738336002946400,345,136,102,241
1636738336002946400,329,74,33,38
1636738336002946400,256,79,42,32
1636738336221689800,228,130,94,267
1636738336221689800,344,139,106,241
1636738336221689800,379,260,138,207
1636738336221689800,257,79,42,31
1636738336221689800,331,75,32,37
1636738336440431300,220,132,100,264
1636738336440431300,344,136,101,234
1636738336440431300,378,263,138,205
1636738336440431300,257,78,41,32
1636738336440431300,330,75,32,37
1636738336659173300,215,133,102,263
1636738336659173300,346,133,98,258
1636738336659173300,380,263,135,205
1636738336659173300,257,78,41,32
1636738336659173300,325,75,36,37
1636738336877918100,216,133,101,263
1636738336877918100,378,264,137,208
1636738336877918100,347,136,99,232
1636738336877918100,325,75,36,37
1636738336877918100,257,79,44,32
1636738337096660200,220,133,99,262
1636738337096660200,380,263,133,206
1636738337096660200,345,135,100,249
1636738337096660200,323,73,39,39
1636738337096660200,257,78,41,33
1636738337315402500,224,131,97,264
1636738337315402500,346,135,97,252
1636738337315402500,387,264,129,203
1636738337315402500,331,75,31,37
1636738337315402500,258,78,46,33
1636738337534146200,227,133,95,262
1636738337534146200,346,136,97,231
1636738337534146200,383,268,135,191
1636738337534146200,449,450,59,29
1636738337534146200,326,73,36,39
1636738337534146200,258,79,41,31
1636738337752888600,228,133,94,261
1636738337752888600,344,134,100,246
1636738337752888600,387,270,126,194
1636738337752888600,451,447,58,32
1636738337752888600,330,74,32,38
1636738337752888600,258,79,42,31
1636738337971631700,228,132,93,262
1636738337971631700,346,137,98,229
1636738337971631700,387,276,126,186
1636738337971631700,450,445,59,34
1636738337971631700,329,74,33,38
1636738337971631700,258,79,42,31
1636738338190372500,225,131,95,264
1636738338190372500,345,134,100,244
1636738338190372500,387,271,129,195
1636738338190372500,446,447,65,32
1636738338190372500,329,74,33,38
1636738338190372500,257,78,45,33
1636738338409114500,224,135,98,259
1636738338409114500,345,135,100,244
1636738338409114500,381,272,139,198
1636738338409114500,442,449,73,29
1636738338409114500,330,75,32,36
1636738338409114500,258,78,41,32
1636738338627859100,223,133,97,261
1636738338627859100,344,135,101,249
1636738338627859100,384,272,138,188
1636738338627859100,326,74,35,37
1636738338627859100,258,78,42,32
1636738338627859100,439,452,74,26
1636738338846599700,222,134,98,259
1636738338846599700,345,137,104,238
1636738338846599700,385,265,135,204
1636738338846599700,331,74,31,38
1636738338846599700,258,79,42,32
1636738339065342500,224,135,96,259
1636738339065342500,345,134,103,251
1636738339065342500,378,283,144,183
1636738339065342500,256,77,40,34
1636738339065342500,331,74,30,38
1636738339281640000,224,135,98,259
1636738339281640000,346,133,103,248
1636738339281640000,381,283,139,180
1636738339281640000,255,77,45,33
1636738339281640000,331,74,32,36
1636738339500382100,224,134,97,260
1636738339500382100,346,133,104,248
1636738339500382100,378,283,143,177
1636738339500382100,256,78,40,33
1636738339500382100,330,74,33,36
1636738339719123700,225,133,96,263
1636738339719123700,345,133,104,253
1636738339719123700,325,74,36,38
1636738339719123700,353,279,168,183
1636738339719123700,257,78,39,32
1636738339937866200,225,133,96,263
1636738339937866200,344,133,106,256
1636738339937866200,359,278,157,180
1636738339937866200,256,78,40,32
1636738339937866200,333,74,29,38
1636738340156611000,226,131,96,264
1636738340156611000,345,137,106,226
1636738340156611000,344,211,161,235
1636738340156611000,257,78,39,32
1636738340156611000,333,74,29,38
1636738340375351700,225,131,98,263
1636738340375351700,346,137,106,216
1636738340375351700,257,78,39,32
1636738340375351700,345,185,148,259
1636738340375351700,333,74,29,38
1636738340594096900,223,134,98,261
1636738340594096900,346,138,104,221
1636738340594096900,257,78,39,32
1636738340594096900,332,74,30,38
1636738340594096900,346,175,146,266
1636738340812838400,215,142,103,252
1636738340812838400,346,137,101,233
1636738340812838400,361,272,140,181
1636738340812838400,257,78,39,32
1636738340812838400,330,74,33,37
1636738341031579800,206,147,101,254
1636738341031579800,347,134,99,260
1636738341031579800,372,265,139,184
1636738341031579800,257,78,40,32
1636738341031579800,330,74,32,38
1636738341250325000,200,152,96,282
1636738341250325000,344,135,102,260
1636738341250325000,415,255,113,209
1636738341250325000,325,74,36,38
1636738341250325000,256,75,44,35
1636738341469065800,202,161,102,276
1636738341469065800,345,135,106,255
1636738341469065800,419,253,114,210
1636738341469065800,325,72,38,40
1636738341469065800,256,75,45,35
1636738341687810800,206,166,110,277
1636738341687810800,345,137,127,260
1636738341687810800,435,258,117,200
1636738341687810800,319,73,44,39
1636738341687810800,256,75,49,36
1636738341906550600,209,172,112,278
1636738341906550600,346,137,127,251
1636738341906550600,451,267,113,204
1636738341906550600,321,73,42,39
1636738341906550600,256,75,46,35
1636738342125298300,214,190,107,259
1636738342125298300,472,270,111,201
1636738342125298300,345,138,100,261
1636738342125298300,321,75,41,37
1636738342125298300,256,75,47,35
1636738342344036500,218,198,110,250
1636738342344036500,347,134,98,268
1636738342344036500,483,272,121,202
1636738342344036500,323,74,40,38
1636738342344036500,255,75,49,36
1636738342562778500,227,218,132,234
1636738342562778500,345,136,94,263
1636738342562778500,513,253,125,190
1636738342562778500,323,75,39,37
1636738342562778500,256,75,51,36
1636738342781521400,248,233,137,218
1636738342781521400,552,234,108,198
1636738342781521400,345,144,86,247
1636738342781521400,326,77,36,34
1636738342781521400,256,75,48,35
1636738343000266400,562,228,114,206
1636738343000266400,279,243,150,208
1636738343000266400,332,140,83,156
1636738343000266400,324,77,38,35
1636738343000266400,256,75,51,36
1636738343000266400,406,335,39,78
1636738343219007700,571,236,129,189
1636738343219007700,291,242,168,210
1636738343219007700,308,139,93,146
1636738343219007700,256,75,48,35
1636738343219007700,326,77,35,34
1636738343437750800,290,242,171,210
1636738343437750800,595,244,109,178
1636738343437750800,295,136,82,160
1636738343437750800,256,77,39,33
1636738343656494000,293,182,167,258
1636738343656494000,325,74,37,38
1636738343656494000,256,77,39,33
1636738343656494000,291,144,81,183
1636738343656494000,636,264,68,147
1636738343875236600,290,244,168,195
1636738343875236600,320,74,42,38
1636738343875236600,256,77,40,33
1636738343875236600,286,147,86,178
1636738343875236600,650,266,53,145
1636738344093979500,285,254,175,196
1636738344093979500,280,147,88,160
1636738344093979500,325,75,37,37
1636738344093979500,256,77,39,33
1636738344312722800,285,259,177,192
1636738344312722800,270,158,95,227
1636738344312722800,319,74,43,39
1636738344312722800,256,77,39,33
1636738344531463000,285,265,175,186
1636738344531463000,266,161,90,244
1636738344531463000,256,77,39,34
1636738344531463000,324,75,38,37
1636738344750205500,286,263,176,188
1636738344750205500,269,166,96,223
1636738344750205500,256,77,39,34
1636738344750205500,325,75,37,37
1636738344968948900,287,258,177,194
1636738344968948900,298,171,73,112
1636738344968948900,256,77,39,34
1636738344968948900,322,75,39,37
1636738345187694700,287,261,176,192
1636738345187694700,323,171,75,130
1636738345187694700,332,76,30,35
1636738345187694700,257,78,37,32
1636738345406435000,285,268,176,188
1636738345406435000,343,172,82,144
1636738345406435000,328,73,35,37
1636738345406435000,257,78,37,32
1636738345625176000,285,263,172,195
1636738345625176000,360,191,69,130
1636738345625176000,322,73,40,39
1636738345625176000,257,80,40,30
1636738345843921400,285,261,170,198
1636738345843921400,321,74,41,38
1636738345843921400,374,192,81,236
1636738345843921400,257,79,40,31
1636738346062664700,284,273,187,188
1636738346062664700,394,196,83,243
1636738346062664700,331,76,31,35
1636738346062664700,256,79,41,32
1636738346281404000,281,269,170,188
1636738346281404000,417,203,82,241
1636738346281404000,322,74,40,38
1636738346281404000,257,79,40,31
1636738346500149900,282,269,167,187
1636738346500149900,418,204,108,248
1636738346500149900,317,75,45,38
